date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,lineray1,linefox,linedunk,linedok
11/26/2007,Dallas,98,Washington,110,12,9.67,9.96,9.31,10.66,12,8.3,12.3,.,10.8,8,9.33,8.71
11/26/2007,Golden State,129,Phoenix,114,-4.5,-2.41,-4.02,-5.32,-3.08,-4.5,-1.79,-1.5,.,-3.27,-2,1.61,-4.54
11/26/2007,LA Clippers,71,Houston,88,-6.5,-2.65,-4.33,-1.84,-7.49,-5.5,0.42,-2.3,.,0.45,-2,-6.23,-2.5
11/26/2007,New York,113,Utah,109,-5.5,-6.82,-10.1,-9.27,-11.74,-5,-4.23,-3.6,.,-5.81,-11,-3.48,-6.55
11/26/2007,New orleans,94,Minnesota,103,11,14.08,16.06,18.07,15.25,11,10.34,13.1,.,11.62,16,16.83,15.46
11/26/2007,Portland,74,Orlando,85,-4.5,-5.92,-7.92,-7.62,-8.33,-4,-3.76,-2.8,.,-5.35,-11,-7.52,-6.29
11/26/2007,Sacramento,112,San Antonio,99,-6,-7.92,-10.9,-11.77,-10.11,-6.5,-5.38,-6.5,.,-5.97,-9,-5.28,-6.49
11/27/2007,Chicago,90,Atlanta,78,5.5,0.79,-4.72,-4.49,-4.99,5,-0.86,9.4,.,1.25,3,1.18,-6.03
11/27/2007,Cleveland,109,Boston,104,-3.5,-3.29,-7.75,-7.1,-8.37,-3,-3.04,0.6,.,-11.49,-4,-0.25,-5.18
11/27/2007,Denver,110,Indiana,112,8,8.16,8.14,5.51,11.13,9,6.43,11.5,.,7.51,8,9.89,5.08
11/27/2007,LA Lakers,106,Seattle,99,12,12.93,15.59,15.34,15.94,11.5,10.5,12.8,.,15.78,13,17.15,12.94
11/27/2007,Miami,110,Charlotte,90,7,2.11,-0.8,-1.75,-0.23,7.5,0.65,8.2,.,1.72,2,1.31,1.25
11/27/2007,Milwaukee,99,Philadelphia,114,6,6.85,10.24,14.22,6.98,7.5,3.48,8.5,.,5.45,5,10.37,6.51
11/27/2007,New Jersey,103,Memphis,110,6.5,3.6,4.29,7.44,1.28,5,1.95,8.2,.,-0.35,3,1.64,2.35
11/28/2007,Atlanta,96,Milwaukee,80,3.5,1.29,-1.33,-3.34,0.56,2.5,2.82,4,.,1.66,3,0.85,-0.08
11/28/2007,Dallas,109,Minnesota,103,13.5,13.39,14.4,16.05,13.42,14,9.47,16.6,.,14.99,13,9.76,13.44
11/28/2007,Detroit,109,Cleveland,74,8.5,3.91,0,-0.32,0.14,9.5,7.33,6.2,.,6.77,3,8.9,2.04
11/28/2007,Philadelphia,95,Utah,106,-6.5,-4.8,-7.05,-6.23,-8.55,-7.5,-1.42,-3.4,.,-4.07,-6,-3.57,-6.61
11/28/2007,Phoenix,94,Houston,100,4.5,5.62,4.81,6.91,2.93,6,2.07,7.3,.,6.64,7,7.49,6.81
11/28/2007,Portland,89,Indiana,95,4.5,1.48,1.43,0.33,2.69,4.5,-0.04,4.2,.,-0.96,-2,2.88,2.74
11/28/2007,Sacramento,96,Golden State,103,-1,-0.45,-0.64,-1.25,-0.02,0,1.12,0.8,.,-0.65,-3,0.72,0.3
11/28/2007,San Antonio,109,Washington,94,12.5,9.57,10.47,10.9,10.05,12,8.57,12.3,.,8.31,9,5.33,8.81
11/28/2007,Seattle,94,Orlando,110,-8,-9.45,-15.17,-17.01,-13.84,-8.5,-6.01,-5,.,-11.88,-10,.,-12.29
11/28/2007,Toronto,103,Memphis,91,7,7.51,6.25,6.55,6.04,7.5,7.28,9.6,.,8.27,7,9.47,6.63
11/29/2007,Boston,104,New York,59,12.5,15.15,19.31,19.01,19.74,12.5,9.13,15.1,14.6,18.67,16,19.97,16.28
11/29/2007,Golden State,113,Houston,94,-2.5,1.56,-0.33,0.44,-1.12,-1,-1.67,2.1,-0.3,2.41,3,6.97,1.8
11/29/2007,LA Lakers,127,Denver,99,5.5,3.62,4.66,5.56,3.65,5,2.44,4.9,4.2,1.43,6,3.94,5.65
11/30/2007,Atlanta,86,New orleans,92,0,-0.4,-2.16,-1.76,-2.59,-1,-0.45,2.3,-1.1,-0.6,-1,3.9,-0.34
11/30/2007,Dallas,91,Portland,80,13,11.47,11.41,11.12,11.71,12.5,9.3,14,8.6,12,10,15.09,10.43
11/30/2007,Denver,123,LA Clippers,107,9,7.84,7.66,5.03,11.31,9.5,5.34,10.3,6.7,13.48,6,5.43,9
11/30/2007,Miami,85,Boston,95,-3,-6.69,-13.06,-14.01,-13.35,-2.5,-4.48,-2.8,-8.8,-12.26,-7,-1.03,-9.58
11/30/2007,Minnesota,91,San Antonio,106,-10,-10.61,-12.64,-15.53,-10.67,-9.5,-5.03,-8.4,-9.5,-8.79,-11,-12.9,-11.16
11/30/2007,New York,91,Milwaukee,88,-2,-0.34,-2.59,-4.4,-0.77,0,1.19,3.7,-1.1,-2.18,1,-5.04,-1.21
11/30/2007,Philadelphia,85,Washington,84,2.5,0.32,-1.16,-2.09,-0.34,1.5,4,1.2,-0.8,0.32,0.01,-0.69,-1.31
11/30/2007,Phoenix,110,Orlando,106,5.5,1.1,-2.46,-1.43,-3.3,5,1.31,6.2,-0.3,0.93,2,-0.84,-2.56
11/30/2007,Seattle,95,Indiana,93,-1.5,-2.26,-5.14,-7.96,-2.6,-2.5,-2.33,1.6,-3.4,-5.3,-1,-4.63,-2.82
11/30/2007,Toronto,91,Cleveland,82,3.5,4.11,2.31,0.37,4.13,3.5,7.29,4.4,3.3,10.68,6,.,2.73
11/30/2007,Utah,120,LA Lakers,96,7.5,5.95,5.36,4.43,7.1,8,4.34,7,2.9,2.66,3,9.2,9.99
12/1/2007,Chicago,111,Charlotte,95,6.5,2.4,-1.22,-0.05,-2.44,5.5,1.15,10.3,-0.4,1.58,4,0.01,-2.41
12/1/2007,Memphis,109,Minnesota,80,9,8.29,8.76,9.95,8.48,9,3.92,7.9,7.2,8.01,9,12.54,10.97
12/1/2007,Milwaukee,91,Detroit,117,-4,-2.86,0.07,0.75,-0.69,-3.5,-1.47,-2.2,-0.9,1.2,-8,-6.92,-1.07
12/1/2007,New Jersey,94,Philadelphia,92,8,3.66,4.95,6.32,3.51,8.5,-0.4,7.3,2.2,1.66,2,5.57,1.76
12/1/2007,New orleans,112,Dallas,108,-3,1.63,3.05,2.29,3.82,-3,2.87,0.3,1.6,-1.37,3,1.84,4.52
12/1/2007,Sacramento,107,Houston,99,-6.5,-2.62,-4.38,-4.15,-4.63,-6.5,-3.35,-2.5,-2.8,-1.78,-2,1.6,-3.49
12/1/2007,Washington,101,Toronto,97,3,0.84,0.16,0.22,0.1,-1,-0.73,3.3,0.8,-1.27,1,5.27,0.67
12/2/2007,Boston,80,Cleveland,70,.,10.8,12.83,11.62,14.03,.,9.69,10.9,10.5,16.08,13,14.74,13.77
12/2/2007,Denver,115,Miami,89,6.5,7.41,8.83,10.61,7.76,6,9.27,7.2,6.6,10.48,4,2.33,10.17
12/2/2007,Detroit,118,New Jersey,95,8,10.6,8.98,8.39,9.73,8,10.37,12,8.9,7.9,14,13.14,12.74
12/2/2007,LA Clippers,95,Indiana,101,1.5,0.84,0.89,2.08,-1.27,-1.5,2.94,3.6,-0.2,-2.12,0.01,-5.26,0.32
12/2/2007,LA Lakers,97,Orlando,104,0,-0.13,-2.18,-2.66,-1.74,2,1.48,2.4,0.2,0.12,0.01,-2.29,-0.09
12/2/2007,New York,104,Phoenix,115,-8.5,-6.47,-6.26,-7.46,-5.41,-9,-2.47,-4.9,-5,-8.65,-11,-8.03,-5.59
12/2/2007,San Antonio,100,Portland,79,15,14.59,15.75,16.18,15.33,15,11.2,16.5,12.4,13.23,16,16.2,13.08
12/2/2007,Seattle,96,Golden State,109,-6,-5.44,-6.78,-7.57,-6.09,-6,-1.64,-3.4,-5,-7.05,-8,-10.4,-3.56
12/3/2007,Chicago,98,Dallas,103,-3,-3.23,-7.49,-6.55,-8.55,-3,-3.44,1.7,-5,-5.27,1,-0.01,-8.54
12/3/2007,Golden State,117,Orlando,123,2.5,0.12,-3.47,-3.82,-3.16,1,-1.32,2.4,-1.2,-1.82,0.01,4.43,0.41
12/3/2007,Memphis,105,Portland,106,9,6.7,5.91,4.07,7.59,8.5,4.55,6.2,5.1,5.75,10,13.21,8.89
12/3/2007,Philadelphia,79,Atlanta,88,3,3.82,3.14,2.27,3.92,2,2.87,4.5,2.4,2.71,4,8.15,1.99
12/3/2007,Toronto,98,Charlotte,79,4,9.87,10.59,9.87,11.33,5,7.45,10.6,8.5,10.41,10,12.81,9.28
12/3/2007,Utah,110,Miami,101,9,13.44,16.06,16.79,16.62,9,11.76,11.1,11.6,13.56,14,16.77,15.19
12/4/2007,Atlanta,95,Detroit,106,-5.5,-4.79,-2.9,-3.09,-2.72,-5.5,-1.36,-3.2,-2.2,-1.85,-8,-8.86,-7.68
12/4/2007,Cleveland,79,New Jersey,100,3.5,7,8.79,7.82,10.19,2,4.64,9,7.2,3.98,7,8.15,3.74
12/4/2007,Indiana,117,Phoenix,121,-6,-3.04,-3.88,-3.8,-4.21,-6.5,0.19,-3,-1.9,-0.79,-5,-0.66,-3.04
12/4/2007,LA Clippers,78,Milwaukee,87,1.5,2.59,1.07,1.1,0.64,2,4.43,4,0.8,0.76,6,-0.09,-0.44
12/4/2007,Minnesota,95,LA Lakers,116,-7.5,-6.1,-7.61,-9.41,-6.53,-7.5,-3.43,-3.7,-6.5,-6.44,-10,-4.57,-8.11
12/4/2007,Sacramento,117,Utah,107,-3,-4.34,-7.17,-5.13,-10.11,-4,-4.62,-2.3,-4.2,-4.75,-6,0.75,-3.1
12/5/2007,Charlotte,82,Chicago,91,0,2.26,5.55,5.05,6.1,2.5,3.41,-0.4,3.5,.,-1,3.89,6.07
12/5/2007,Denver,107,LA Lakers,111,9,3.19,1.79,0.7,3.01,6.5,3.72,5,0.4,.,1,4.21,3.07
12/5/2007,Golden State,120,Milwaukee,90,10,9.5,7.33,5.69,9.29,9,4.32,10.1,6.4,.,15,17.37,6.4
12/5/2007,Houston,105,Memphis,92,10.5,7.85,7.89,9.81,6.23,9.5,8.06,12.6,6.1,.,6,5.41,4.92
12/5/2007,New Jersey,93,New York,100,7,5.5,7.14,8.03,6.22,6.5,2.37,8,4.9,.,8,4.17,0.8
12/5/2007,New orleans,76,Detroit,91,0,0.4,1.95,2.53,1.37,-1.5,1.95,-0.5,1.1,.,-5,1.71,4.05
12/5/2007,Philadelphia,103,Boston,113,-9.5,-7.93,-12.86,-13.39,-12.51,-8.5,-2.32,-7.4,-8.9,.,-10,-8.1,-12.16
12/5/2007,San Antonio,97,Dallas,95,-3.5,7.8,8.24,8.27,8.24,-1,5.12,7.6,6.5,.,9,9.72,9.38
12/5/2007,Seattle,95,LA Clippers,88,3,2.3,0.9,-1.15,3.66,3.5,-1.57,3.9,1.5,.,3,7.66,3.18
12/5/2007,Toronto,123,Phoenix,136,-7,0.69,-0.85,-3.33,1.35,-9,2.51,0.5,0.6,.,0.01,4.89,1.46
12/5/2007,Washington,105,Cleveland,86,11,3.48,1.67,0.82,2.49,10,4.75,3.9,3.3,.,6,12.89,3.07
12/6/2007,Atlanta,90,Minnesota,89,9.5,8.84,9.65,11.03,8.65,9.5,7.1,9.3,7.7,6.56,11,11.45,10.79
12/6/2007,Dallas,109,Denver,122,8.5,5.07,5.78,7.07,4.42,7,2.81,8.2,4.6,3.56,2,4.51,7.73
12/6/2007,Portland,112,Miami,106,-2.5,2.54,4.17,6.94,2.07,-2,3.31,2.1,2.8,3.13,0.01,3.3,2.7
12/7/2007,Boston,112,Toronto,84,12.5,9.49,12.98,14.05,11.9,11,5.55,11.7,9.5,.,10,10.09,14.03
12/7/2007,Detroit,91,Chicago,98,7.5,12.5,15.98,14.65,17.53,8.5,10.74,9.8,11.1,.,13,15.24,15.72
12/7/2007,Golden State,120,Miami,113,8.5,10.34,10.76,13.01,9.3,8.5,7.41,8.9,8.4,.,12,18.49,10.48
12/7/2007,New Jersey,89,Houston,96,-4.5,-2.36,-2.01,-0.18,-4.06,-4,-3.86,-1.1,-2.8,.,-4,-3.3,-2.42
12/7/2007,New orleans,118,Memphis,116,6,6.92,9.32,10.9,8.02,6.5,8.36,8,5.7,.,4,3.07,5.96
12/7/2007,Orlando,109,Indiana,115,8,11.23,14.74,14.79,14.83,8,7.28,12.7,9.9,.,13,11.98,8.37
12/7/2007,Philadelphia,101,New York,90,1.5,3.79,2.86,0.53,5.11,4,4.74,3.7,2.5,.,6,6.13,2.09
12/7/2007,Sacramento,87,LA Clippers,97,5,6.82,7.14,6.83,7.99,5,1.84,8.3,6.6,.,9,14.62,6
12/7/2007,San Antonio,104,Utah,98,-1,5.47,5.41,7.44,2.83,1,3.85,8,4.4,.,1,7.06,6.84
12/7/2007,Seattle,104,Milwaukee,98,1,1.41,-1.9,-4.04,0.57,1,0.11,2.3,-1,.,5,5.25,-1.72
12/7/2007,Washington,107,Phoenix,122,-6.5,-2.43,-3.51,-5.44,-2.13,-6.5,-1.03,-1.5,-1.6,.,-3,1.73,-3.21
12/8/2007,Atlanta,86,Memphis,78,4.5,3.3,2.54,5.1,0.32,4.5,4.93,5.1,1.7,1.27,1,5.7,4.98
12/8/2007,Charlotte,96,Cleveland,93,8,-0.88,-2.85,-3.85,-1.83,6.5,3.35,-0.1,-1.2,1.82,0.01,2.77,-2.35
12/8/2007,Chicago,81,Boston,92,-5.5,-6.74,-14.2,-13.05,-15.54,-4.5,-4.69,-1.1,-9.5,-11.63,-7,-4.73,-11.43
12/8/2007,Dallas,125,Utah,117,5.5,1.27,-0.02,1.12,-1.54,6,1.48,4.6,0.3,-0.52,-4,3.52,3.27
12/8/2007,Denver,101,Sacramento,97,14.5,8.86,8.39,6.55,10.4,12.5,9.13,10.4,6,6.67,8,11.02,11.84
12/8/2007,Minnesota,100,Phoenix,93,-10.5,-9.8,-12.76,-17.31,-10,-10,-5.06,-9,-9.5,-7.47,-15,-6.69,-7.88
12/8/2007,New York,77,Philadelphia,105,5,1.62,2.18,3.93,0.46,4,0.71,5.9,1.4,-2.45,0.01,2.07,1.54
12/9/2007,Detroit,104,Charlotte,85,12,13.73,12.63,11.98,13.33,11.5,10.37,14.9,9.7,9.68,17,21.5,14.84
12/9/2007,LA Clippers,94,Miami,100,-2.5,2.59,1.6,6.7,-3.63,-1.5,6.41,1.9,1.8,2.2,2,3.04,2.57
12/9/2007,LA Lakers,123,Golden State,113,3.5,2.93,5.01,4.34,5.72,2,5.47,4.7,3.6,3.5,1,-3.62,5.62
12/9/2007,New orleans,91,Seattle,88,7.5,9.51,13.04,13.49,12.61,8.5,10.49,10.3,8.9,9.9,8,6.68,9.18
12/9/2007,Portland,117,Milwaukee,113,3,3.6,2.87,1.81,4.24,3,1.89,4.6,2.1,1.69,5,7.83,2.01
12/9/2007,Toronto,93,Houston,80,.,1.43,0.98,0.39,1.62,.,1.43,1.4,0.9,3.98,0.01,1.61,2.1
12/9/2007,Washington,104,New Jersey,89,3,6.14,5.59,4.5,6.78,3.5,5.73,6.8,5.6,7.15,7,11.17,7.23
12/10/2007,New York,89,Dallas,99,-8.5,-5.13,-6.27,-5.84,-6.72,-8,-3.6,-3.8,-5,-6.97,-7,-1.72,-4.81
12/10/2007,Orlando,87,Atlanta,98,10,11.31,14.33,14.36,14.35,9.5,7.26,13,9.3,12.3,12,14.34,8
12/10/2007,Philadelphia,100,Houston,88,-6,-1.31,-3.17,-3.59,-2.82,-7,0.09,-2.6,-1.9,-1.43,-1,3.95,-0.6
12/10/2007,Phoenix,113,Miami,117,11.5,11.96,13.37,16.68,10.83,11.5,10.05,11.7,9.5,11.31,11,17.89,11.85
12/10/2007,Sacramento,96,Milwaukee,93,5,5.41,3.32,2.08,4.9,4,3.05,5.9,3.2,5.6,9,10.28,4.22
12/11/2007,Atlanta,88,Toronto,100,-3,-0.55,0.05,1.46,-1.49,-2,1.2,1.9,0,.,1,-4.39,-1.17
12/11/2007,Chicago,123,Seattle,96,8.5,7.13,5.64,6.05,5.28,7.5,4.89,12.5,4.2,.,10,6.32,4.52
12/11/2007,Cleveland,118,Indiana,105,4,2.36,2.05,2.1,1.97,4.5,-0.88,6.3,0.9,.,-1,-4.86,2.32
12/11/2007,Golden State,96,San Antonio,84,-3,-1.61,-3.85,-5.68,-2.46,-3,-2.25,0.4,-2.3,.,3,1.48,-3
12/11/2007,Memphis,103,Detroit,113,-5.5,-5.46,-5.96,-7.48,-5.07,-5.5,-4.26,-3.8,-3.5,.,-7,-6.64,-2.49
12/11/2007,New Jersey,82,LA Clippers,91,6,5.09,6.47,6.06,7.68,7,-0.13,7.3,3.4,.,3,12.34,2.37
12/11/2007,Utah,89,Portland,97,13.5,11.85,10.68,8.85,12.78,12,10.23,13,8.5,.,15,16.48,10.8
12/11/2007,Washington,102,Minnesota,88,8.5,10.49,11.44,12.57,10.59,9,6.3,11.3,8.3,.,12,16.3,9.69
12/12/2007,Boston,90,Sacramento,78,14.5,14.43,18.99,18.73,19.48,15,10.56,15.9,13.1,14.6,16,16.9,16.47
12/12/2007,Charlotte,108,LA Clippers,103,6,2.82,3.52,2.25,5.56,5.5,0.48,4,1.9,3.98,0.01,7.48,3.87
12/12/2007,Denver,105,New orleans,99,8.5,4.82,2.35,0.78,3.88,7,3.91,8.3,2.9,6.05,7,6.76,2.9
12/12/2007,Houston,80,Detroit,77,1,0.41,-1.4,-0.94,-2.08,-1,0.49,2.7,-0.6,1.83,-3,3.74,2.37
12/12/2007,Indiana,117,Chicago,102,1.5,2.85,5.8,6.84,4.73,3.5,4.98,1.5,3.8,7.74,0.01,0.7,5.47
12/12/2007,Milwaukee,100,Orlando,86,-5,-6.08,-8.27,-8.01,-8.72,-3.5,-3.11,-2.1,-5,-7.71,-9,-11.17,-3.33
12/12/2007,New York,110,Seattle,117,5,3.97,4.42,5.16,3.7,4.5,4.41,6.1,2.8,2.77,1,8.76,2.75
12/12/2007,Philadelphia,98,Minnesota,94,8.5,9.5,8.85,9.21,8.82,8,7.54,8.5,6.4,7.47,10,17.62,12.23
12/12/2007,Phoenix,103,Utah,98,7.5,5.19,4.73,5.9,3.51,5.5,2.29,7,2.7,1.14,4,12.98,7.56
12/12/2007,Portland,105,Golden State,95,-5,-3.15,-2.51,-1.26,-3.87,-4.5,-0.51,-0.9,-2.4,-5.77,-7,-6.63,-0.05
12/12/2007,Toronto,92,Dallas,76,-5,1.62,1.52,0.49,2.71,-3.5,2.1,2.4,1.4,4.75,4,-1.37,1.13
12/13/2007,LA Lakers,102,San Antonio,97,5.5,-0.06,-0.05,-1.59,1.45,5,1.16,0.7,0.3,-0.35,4,3.11,-1.67
12/13/2007,Miami,91,Washington,104,5.5,0.84,-0.69,-2,0.35,5,-0.15,5.1,-1,-1.57,1,0.6,0.09
12/14/2007,Boston,104,Milwaukee,82,13.5,15.28,18.05,17.51,18.87,12.5,10.44,15.7,13.1,17.2,20,18.86,15.78
12/14/2007,Charlotte,87,Orlando,103,-5,-5.78,-8.04,-7.53,-8.66,-5,-3.16,-2.8,-5.3,-8.26,-6,-11.37,-3.43
12/14/2007,Chicago,101,New York,96,10.5,8.72,6.13,5.94,6.35,9,4.41,12.6,5.1,5.9,14,15.22,6.54
12/14/2007,Dallas,89,New orleans,80,8,5.17,4.09,3.28,4.85,8.5,3.09,9.6,3.4,6.4,4,3.27,5.33
12/14/2007,Detroit,91,Atlanta,81,10,10.81,9.9,8.69,11.24,10,7.74,13.4,7.1,9.23,12,12.58,11.15
12/14/2007,Golden State,108,LA Lakers,106,6.5,3.5,0.36,0.44,0.25,5,-0.03,4.9,0.3,4.48,3,11.14,3.46
12/14/2007,Indiana,93,Toronto,104,3,-0.26,0.07,1.49,-1.45,2,0.47,2.1,-0.3,-1.08,0.01,-1.53,1.17
12/14/2007,Memphis,91,LA Clippers,98,4.5,3.96,4.86,1.86,7.6,6,1.4,5.1,4.1,7.74,4,3.69,6.33
12/14/2007,Minnesota,88,Seattle,99,2,1.63,1.95,0.14,3.02,2,3.49,4,1.7,4,1,-0.44,1.08
12/14/2007,New Jersey,105,Cleveland,97,-3,-0.39,-0.97,-0.27,-1.99,-2,1.74,1.5,-0.7,2.02,0.01,-2.31,-1.64
12/14/2007,Philadelphia,99,Sacramento,109,4.5,3.97,3.78,2.9,4.63,5,5.67,4.4,2.6,2.44,4,3.64,6.49
12/14/2007,Portland,99,Utah,91,-6,-2.27,-2.38,0.07,-5.26,-5,-2.79,-0.5,-2.1,-7.22,-4,5.08,-1.01
12/15/2007,Atlanta,93,Charlotte,84,6.5,6.57,5.62,5.28,6.07,7,6.12,7.3,4.8,4.96,9,13.15,6.93
12/15/2007,Cleveland,86,Philadelphia,92,8,4.21,5.42,6.64,4.27,8,-0.21,9,3,1.59,1,1.06,3.74
12/15/2007,Houston,83,Dallas,96,3,3.14,1.59,1.49,1.68,3.5,2.51,4.3,1.3,3.16,4,8.96,3.34
12/15/2007,Miami,103,Indiana,106,6,1.82,-0.45,-2.03,0.97,4.5,-0.79,5.9,-0.2,-1.15,2,3.12,1.9
12/15/2007,Milwaukee,95,Minnesota,92,8.5,6.18,8.92,12.26,6.33,9,5.22,9.4,6.5,5.43,6,-1.7,7.84
12/15/2007,New York,94,New Jersey,86,-3.5,0.16,-0.72,-1.92,0.78,-2.5,3.01,2.4,-0.1,-0.31,-1,-2.19,1.94
12/15/2007,New orleans,101,Phoenix,98,-6.5,-1.41,-0.47,-0.74,-0.3,-6.5,2.28,-0.9,-0.6,-2.23,-3,-4.18,-1.55
12/15/2007,Orlando,119,Memphis,123,12.5,10.81,13.96,16.11,12.39,12,9.15,12.6,8.6,10.5,10,.,9.71
12/15/2007,San Antonio,102,Denver,91,6,7.45,7.86,8.35,7.37,7,3.95,9.4,5.2,7.46,4,10.83,8.79
12/15/2007,Utah,96,Seattle,75,12.5,11.08,12.47,11.17,14.04,12.5,10.48,12.6,9,16.43,11,4.05,12.47
12/15/2007,Washington,92,Sacramento,79,8,6.53,6.89,6.05,7.76,7,4.98,7.7,4.6,4.8,6,11.75,8.68
12/16/2007,Denver,105,Portland,116,8.5,6.69,6.13,4.61,7.7,8.5,8.54,9.4,5.1,10.64,7,0.91,3.39
12/16/2007,Detroit,109,Golden State,87,6,5.94,5.05,4.73,5.42,6.5,7.28,7.9,4,3.57,5,4.87,9.24
12/16/2007,LA Lakers,113,LA Clippers,92,7,9.72,12.15,10.46,14.17,6,7.09,11,8.9,13.33,11,10.31,7.23
12/16/2007,Toronto,77,Boston,90,.,-2.73,-5.79,-7.02,-4.56,.,0.18,-0.8,-4.3,-5.96,-4,-1.67,-6.64
12/17/2007,Atlanta,116,Utah,111,-4,-1.82,-2.26,-0.43,-4.41,-3.5,.,-0.9,-1.6,-3.37,-3,4.15,-0.38
12/17/2007,Cleveland,104,Milwaukee,99,7.5,5.32,4.22,3.21,5.45,7,.,7.4,2.5,3.59,4,5.98,0.98
12/17/2007,Dallas,111,Orlando,108,5.5,3.03,1.3,1.58,1.02,5.5,.,7.3,1.5,-0.54,2,4.58,1.18
12/17/2007,Memphis,117,Golden State,125,-4,-2.31,-2.67,-4.35,-1.27,-3.5,.,-0.6,-1.4,-4.69,-4,-1.24,1.24
12/17/2007,Miami,91,Minnesota,87,9,7.84,7.16,8.26,7.02,9,.,10.7,5.1,5.89,10,6.49,6.78
12/17/2007,New York,92,Indiana,119,-2,-3.01,-3.71,-4.03,-3.4,-2.5,.,0.9,-2.7,-5.89,-4,-10.21,-2.83
12/17/2007,Portland,88,New orleans,76,-1,1.18,0.21,0.58,-0.23,-1.5,.,4.5,0.5,0.52,4,2.31,-0.62
12/17/2007,San Antonio,95,Phoenix,100,2,6.13,5.99,5.7,6.25,2.5,.,6.8,4.2,6.12,3,10.26,6.79
12/18/2007,Chicago,91,LA Lakers,103,2,-1.39,-5.69,-4.4,-7.16,2.5,-3.07,3.6,-4.2,-1.76,-3,-2.31,-5.4
12/18/2007,LA Clippers,77,Toronto,80,-4.5,-3.8,-5.56,-3.75,-7.76,-4.5,-1.08,-0.8,-4.2,-6.23,-4,-8.22,-3.49
12/18/2007,New Jersey,101,Sacramento,106,5,1.26,1.81,2.7,0.67,5,1.11,3.9,0,-0.55,-1,-2.48,1.67
12/19/2007,Atlanta,117,Miami,111,1.5,4.75,5.97,7.67,4.46,1.5,6.86,3.9,4.3,5.97,4,7.08,5.67
12/19/2007,Boston,85,Detroit,87,6.5,6.24,9.9,11.03,8.75,6,3.85,7.9,7.3,8.19,7,3.23,12.14
12/19/2007,Charlotte,98,Utah,92,-5,-5.57,-5.23,-3.23,-7.57,-5,-3.73,-2.9,-4.5,-9.05,-8,-8.74,-2.46
12/19/2007,Dallas,108,Phoenix,105,3,2.11,2.04,1.52,2.45,3.5,3.27,4.1,1.3,0.69,-2,4.23,2.84
12/19/2007,Houston,92,Orlando,97,3.5,0.93,-1.04,-0.71,-1.39,4,2.16,4.7,-0.3,-0.73,1,-1.16,-0.58
12/19/2007,Indiana,102,Philadelphia,85,6,4.69,5.45,6.32,4.62,6,3.52,7.8,3.5,4.19,5,7.08,4.28
12/19/2007,Memphis,88,San Antonio,85,-7,-6.94,-7.97,-9.59,-6.67,-6.5,-4.56,-4.9,-5,-6.1,-4,-12.25,-5.13
12/19/2007,Milwaukee,89,Sacramento,102,6,1.05,2.15,2.8,1.3,6,2.71,3.7,1.1,-3.82,-1,0.23,3.31
12/19/2007,Minnesota,98,Golden State,111,-6.5,-6.76,-8.46,-11.38,-7.06,-7.5,-1.98,-4,-6,-10.84,-10,-4.43,-5.52
12/19/2007,New York,108,Cleveland,90,-3.5,-1.66,-3.28,-3.5,-3.09,-3.5,1.93,-0.8,-2.1,1.34,-2,0.93,-2.95
12/19/2007,Portland,101,Toronto,96,3,0.27,-0.31,1.3,-1.94,2,-0.78,1.8,-0.5,-3.97,1,6.14,1.68
12/19/2007,Seattle,93,New orleans,107,-2.5,-2.11,-5.8,-6.6,-5.04,-3,-3.86,0.8,-3.6,-1.46,-1,1.85,-2.69
12/19/2007,Washington,84,Chicago,95,5,6.52,8.87,7.94,9.84,4.5,5.8,5.1,6.3,5.4,7,11.82,10.76
12/20/2007,Cleveland,94,LA Lakers,90,-2,-3.89,-4.42,-3,-6.03,-1.5,-4.66,-0.4,-4.2,-7.79,-11,-9.79,-2.92
12/20/2007,Denver,112,Houston,111,8,4.03,3.04,2.85,3.24,8,4.11,4.6,2.3,4.68,3,5.13,7.82
12/20/2007,Miami,103,New Jersey,107,2,3.93,2.98,0.51,5.38,2,3.59,6.9,2.6,2.26,7,5.42,3.27
12/21/2007,Boston,107,Chicago,82,9.5,12.6,17.64,17.12,18.2,10,11.2,11.5,12.6,15.62,13,15.47,16.56
12/21/2007,Charlotte,105,New York,95,5.5,3.57,5.06,5.25,4.84,5,3.57,5.8,3.3,3.89,4,-1.1,4.25
12/21/2007,Dallas,102,LA Clippers,89,11.5,10.06,12.86,12.52,13.43,12,7.86,13.3,8.3,11.41,8,7.89,9.29
12/21/2007,Detroit,94,Memphis,67,10.5,12.68,12.52,13.56,11.71,9.5,10.77,14.6,8.4,11.26,14,16.19,11.41
12/21/2007,Minnesota,131,Indiana,118,-5.5,-5.18,-6.82,-10.24,-5.16,-5.5,-3.03,-1.8,-4.7,-5.18,-8,-10.09,-4.7
12/21/2007,Orlando,94,Utah,113,4,4.29,6.4,7.44,5.19,4,3.3,5.7,3.6,4.13,3,5.35,6.42
12/21/2007,Philadelphia,101,LA Lakers,106,-2.5,-2.31,-4.39,-3.81,-5.15,-3,-1.03,-2.1,-3.4,-1.75,-5,-2.63,-0.16
12/21/2007,Portland,99,Denver,96,4.5,1.53,1.74,3.14,0.37,2,-0.9,3,0.8,-4.64,4,10.35,2.83
