date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
11/25/2006,Washington,111,Detroit,115,2.5,-1.18,-1.92,-2.71,-1.42,2,0.7,0.9,-2.9,-0.91,-3.3,-1,-0.01,3.5,0.69,.
11/26/2006,Denver,103,LA Clippers,88,4.5,3.22,4.38,3.09,5.6,3.5,1.94,4.7,3.4,3.57,3.75,4,-1.06,7.13,4.27,-1.94
11/26/2006,LA Lakers,99,New Jersey,93,4,4.64,9.36,9.59,9.14,5,0.14,2.8,5.8,6.21,3.7,6,-1.59,2.29,3.43,-0.43
11/26/2006,Portland,101,Phoenix,119,-6.5,-3.61,-1.5,1.21,-5.23,-6.5,-1.11,-5.5,-2,-4.14,0.01,-7,-8.73,-4.31,-3.21,-7.68
11/26/2006,Seattle,78,San Antonio,98,-4.5,-3.19,-3.15,-2.96,-3.77,-5.5,0,-3,-2.8,-1.78,-4.25,-3,-7.18,-8.68,-7.67,-5.97
11/26/2006,Toronto,92,Indiana,83,-4,1.73,1.15,0,2.15,-1.5,0.08,1.9,1.2,4.69,-1.15,3,3.66,-0.9,4.74,-4.3
11/27/2006,Dallas,93,Minnesota,87,9,8.09,7.62,6.86,8.42,9.5,0.3,13.7,5.6,7.51,5.3,11,14.08,10.68,11.05,-1.42
11/27/2006,Golden State,111,San Antonio,102,-3.5,-2.38,0.59,0.94,-0.15,-4.5,-2.69,-3.7,-1,-0.42,-3.45,-6,-4.92,-4.9,-3.48,-4.42
11/27/2006,Miami,103,Philadelphia,91,3,1.07,1.11,2.65,-2.07,2.5,0.14,8.5,-0.8,-0.07,0.45,3,-2.14,-4.63,-4.25,-7.76
11/27/2006,Utah,75,Orlando,88,5.5,6.97,9.49,10.57,9.41,5,3.58,7.3,6.9,10,6.6,4,4.33,10.7,10.57,-1.44
11/28/2006,Chicago,102,New York,85,7,3.9,5.57,5.05,6.09,8,3.12,11.3,4.5,5.57,1.1,3,-4.6,6.87,5.59,-1.67
11/28/2006,Denver,96,Memphis,108,9,6.87,9.17,11.4,7.67,9,4.85,6.8,6.8,7.59,11.05,4,1.63,6.76,6.5,0.86
11/28/2006,Houston,82,Minnesota,75,8.5,6.88,5.68,6.06,5.32,9,4.92,10.8,4.5,8.46,7.45,6,8.43,10.71,8.93,-1.29
11/28/2006,LA Lakers,105,Milwaukee,109,7.5,7.77,10.25,11.56,9.12,7.5,5.05,8.7,7.1,8.07,11.7,8,0.62,9.1,8.94,1.95
11/28/2006,New Jersey,92,Charlotte,96,7,7.34,7.25,6.58,7.83,7,7.97,13.3,5.2,5.8,8.85,4,6.56,4.03,3.55,-0.44
11/28/2006,New orleans,77,Toronto,94,5,6.17,9.61,10.42,8.86,5.5,3.36,6.4,6.2,8.33,9,3,0,7.25,7.13,-0.44
11/28/2006,Portland,97,Indiana,105,-2.5,0.59,3.03,4.84,0.22,-3,-1.35,-0.4,1.5,2.83,0.8,-2,-1.12,1.17,2.74,-4.77
11/28/2006,Sacramento,93,LA Clippers,80,5.5,3.69,4.32,3.23,5.37,6,1.1,4.6,3,3.78,3.45,6,2.7,11.84,8.61,-1.68
11/28/2006,Washington,96,Atlanta,95,6.5,2.33,2.54,1.2,3.49,6.5,1.18,7.7,0.6,2.33,-2.1,3,3.57,5.19,3.05,-5.06
11/29/2006,Atlanta,99,Charlotte,90,4.5,5.37,6.29,5.23,7.24,4.5,6.72,6.8,5.7,6.79,7.1,2,0.79,4.49,3.25,0.81
11/29/2006,Boston,103,New Jersey,106,3,2.36,2.99,3.64,2.42,2.5,-2.33,1.2,2.8,7.39,3.45,5,-2.31,3.58,3.39,-2.18
11/29/2006,Cleveland,98,New York,101,9.5,7.47,7.69,7.88,7.52,10.5,7.5,11.1,4.9,8.25,8.4,4,7.71,7.34,7.09,-0.36
11/29/2006,Dallas,117,Toronto,98,10.5,9.05,10.65,11.5,9.95,10.5,1.33,13.4,7,7.13,10.7,11,9.46,9.68,9.16,1.33
11/29/2006,Golden State,106,Indiana,108,5,6.72,8.15,7.55,8.8,5,2.11,4,6.2,11.09,6.7,6,8.04,9.52,12.01,1.15
11/29/2006,LA Clippers,105,Memphis,90,6,3.21,3.98,6.75,1.54,6,3.08,5.4,1.7,2.53,6.2,-1,2.7,4.19,3.02,-1.53
11/29/2006,Phoenix,102,Houston,91,7.5,2.46,2.03,0.61,3.47,4.5,-0.68,6.6,1.5,2.88,-2.55,5,5.31,5.72,-0.92,-3.26
11/29/2006,Seattle,84,Orlando,94,2.5,-1.16,-1.34,-2.75,-0.13,2.5,0.67,2.3,-0.9,-0.08,-7.25,0.01,-2.34,0,-3.79,-5.66
11/29/2006,Utah,83,San Antonio,75,-1,1.19,2.12,4.94,0.25,0,1.42,-0.2,0.7,1.51,6.3,-2,-2.22,-1.67,-1.34,-3.17
11/30/2006,LA Lakers,132,Utah,102,4,-1.95,-1.37,-3.45,-0.57,4,-1.87,3.3,-1.7,-4.34,-4.65,0.01,-4.28,1.48,-3.73,-5.55
11/30/2006,Miami,85,Detroit,87,-3,-2.7,-4.61,-2.68,-8.51,-2.5,-0.29,2.9,-3.7,-4.1,-2.1,1,-6.84,-8.55,-6.93,-9.74
12/1/2006,Atlanta,95,Cleveland,106,-3,0.18,2.47,1.28,3.54,-3,0.68,-0.4,2.2,1.56,0.01,2,-9.22,-0.38,1.48,-3.89
12/1/2006,Dallas,109,Sacramento,90,7,5.83,5.8,6.26,5.32,6.5,0.85,10,4.8,5.65,6.25,9,4.37,9.63,10.65,-2.32
12/1/2006,Detroit,108,New York,100,7.5,7.07,8.9,9.74,8.14,8.5,6.47,11.4,6.8,7.93,4.55,4,4.6,4.71,5.24,0.76
12/1/2006,Minnesota,92,Denver,106,1.5,0.75,1.5,1.9,1.05,0,0.42,2.1,0.8,1.67,0.6,2,-3.76,0.21,-0.45,-4.71
12/1/2006,New orleans,108,Chicago,111,-3.5,1.53,4.09,6.48,1.72,-3,2.84,-1.1,1.9,3.02,3.3,-3,-1.41,-1.75,3.24,-4
12/1/2006,Phoenix,122,Milwaukee,116,10,10.03,10.27,9.32,11.44,10,5.36,13.1,7.5,11.59,9.85,10,12.11,10.06,10.06,2.19
12/1/2006,Portland,89,Orlando,91,-4.5,-5.59,-3.1,-3.1,-4.3,-4,-4.63,-2.6,-4.2,-5.75,-9.95,-9,-6.75,-4.88,-7.6,-9.7
12/1/2006,Seattle,105,Indiana,103,3,2.72,1.47,0.59,2.32,2.5,3.03,2.4,1.9,5.1,1.95,4,3.18,1.5,1.52,-3.29
12/1/2006,Toronto,106,Boston,102,3,2.73,5.82,5.31,6.33,2.5,3.45,5.3,3.6,1.86,-3.5,3,-0.8,2.6,2.18,-3.45
12/1/2006,Washington,121,Charlotte,109,7,5.51,5.72,5.29,6.1,6,6.33,9.2,4.1,5.81,3.05,3,6.71,6.36,5.38,-1.37
12/2/2006,Chicago,112,Washington,94,6,6.02,6.2,5.62,6.91,6.5,0.37,9.2,5.2,6.19,6.95,6,7.73,12.85,13.91,-0.47
12/2/2006,Denver,121,Indiana,101,7,5.99,5.44,5.5,5.38,6.5,3.28,6.6,5.5,7.59,8.2,6,5.87,5.58,5.03,0.29
12/2/2006,Golden State,110,Milwaukee,115,7.5,7.52,8.49,8.4,8.69,7,4.76,6.1,6.6,10.05,10.25,5,7.86,10.07,11.01,2
12/2/2006,Houston,81,Cleveland,63,6,4.97,6.61,6.9,6.42,6.5,2.26,5.9,4.6,5.6,2.15,5,5.91,7.61,6.17,-1.88
12/2/2006,LA Clippers,88,LA Lakers,97,2.5,1.08,1.19,1,1.35,3,1.79,6.1,1.2,1.85,0.1,-2,-1.65,5.25,7.97,-5.22
12/2/2006,Memphis,97,Miami,98,2,4.83,5.25,2.9,8.38,3,1.2,4.3,5.3,7.54,3,4,6.87,2.5,2.2,0.53
12/2/2006,New Jersey,112,Philadelphia,107,5.5,4.01,3.04,2.2,3.74,5,2.96,8.7,1.5,3.27,8.45,4,1.23,2.16,1.82,-3.26
12/2/2006,New York,100,Toronto,103,3,2.34,2.32,2.04,2.63,2.5,-0.28,4.9,1.6,1.89,8.1,5,-4.78,1.93,-0.38,-3.6
12/2/2006,San Antonio,100,Sacramento,98,8.5,7.5,7.21,6.22,8.74,8,5.91,9.9,6.2,9.83,6.8,8,5.91,10.09,9.93,-0.82
12/2/2006,Utah,109,Seattle,107,9.5,8.11,9.86,11.4,8.78,7.5,3.86,8.2,6.9,8.29,14.25,4,7.33,8.72,6.19,0.86
12/3/2006,Charlotte,97,Detroit,89,-4,-4.43,-5.17,-5.71,-4.72,-4,-4.28,-4.1,-4.8,-3.89,-2.9,-2,-7.47,-5.77,-6.23,-9.61
12/3/2006,LA Clippers,116,Orlando,91,1.5,-0.74,0.24,-0.95,1.11,3,-0.71,4.3,-0.5,-0.43,-4.1,-3,-2.34,1.03,-0.77,-6.19
12/3/2006,Philadelphia,84,Minnesota,95,2.5,1.38,1.25,1.02,1.48,2,2.58,5.8,1.1,1.64,-1.4,2,-1.79,3.29,0.33,-4.18
12/3/2006,Portland,96,Atlanta,107,2.5,-0.59,1.42,3.46,-1.3,1.5,-2.03,2.4,-0.2,-0.61,-3.65,-1,-2.36,1.4,-1.63,-6.33
12/4/2006,Chicago,100,Boston,82,7.5,6.85,9.41,8,11.33,8,4.19,11.1,6.2,5.69,1.25,7,6.91,9.33,9.95,-0.18
12/4/2006,LA Lakers,101,Indiana,87,7,7.25,6.72,7.3,6.22,6.5,3.25,6.4,5.5,8.64,9.05,10,8.91,9.26,9.21,1.02
12/4/2006,New York,98,Memphis,90,1.5,1.74,2.25,3.43,1.43,1.5,-0.06,1.8,0.7,1.42,6.95,2,-2.02,-1.12,-1.07,-3.81
12/4/2006,Sacramento,89,Orlando,92,5.5,2.02,2.62,0.9,4.08,5.5,-0.76,5.4,1.8,2.54,-3.45,3,4.68,7.54,4.44,-4.15
12/4/2006,San Antonio,129,Golden State,89,8.5,7.39,7.15,7.04,7.32,8.5,5.65,12.9,5.3,7.15,6.9,11,3.26,7.33,6.99,-1.86
12/4/2006,Utah,101,Milwaukee,88,7.5,8.66,10.01,12.01,9.11,7.5,7.69,7.5,6.9,9.5,16.75,5,3.45,8.74,9.09,1.92
12/4/2006,Washington,106,Dallas,97,-4,-4.8,-5.78,-6.1,-5.47,-4,1.88,-2.6,-5,-4.35,-5.95,-9,-6.63,-1.81,-3.02,-8.73
12/5/2006,Detroit,85,Portland,88,10.5,11,9.61,9,10.91,11.5,6.59,15.1,8.2,10.73,9.05,11,18.4,10.38,11.58,2.64
12/5/2006,Houston,118,Golden State,90,7.5,7.88,6.43,6.63,6.26,7.5,5.57,11.6,4.5,7.9,8.95,10,9.5,13.38,14.5,-2.44
12/5/2006,LA Clippers,101,Miami,97,7,6.22,7.49,6.73,8.71,6.5,3.44,4.5,5.9,8.83,8.05,3,6.87,8.19,6.8,1.8
12/5/2006,New Jersey,75,Dallas,92,-2.5,-2.22,-3.47,-4.14,-2.96,-2.5,3.77,0.6,-3.3,-3.12,0.4,-6,-5.24,-2.76,-3.66,-7.66
12/5/2006,Phoenix,127,Sacramento,102,10,5.81,5.74,5.75,5.74,.,3.12,9.2,4.2,6.94,4.3,6,7.05,10.85,7.62,-1.51
12/5/2006,Seattle,102,Atlanta,87,5.5,2.58,3.52,3.74,3.31,5,2.45,5.6,2.2,4.08,-1.5,4,-0.66,0.38,-0.66,-3.84
12/6/2006,Boston,96,Memphis,98,3.5,1.56,0.44,2.94,-1.11,3,0.19,2,0.4,3.61,7.85,0.01,-1.83,3.39,2.31,-3.03
12/6/2006,Charlotte,76,San Antonio,96,-7,-7.73,-8.61,-7.73,-9.91,-6.5,-6.62,-6.2,-6.9,-9.53,-7.35,-8,-7.37,-9.08,-10.99,-10.16
12/6/2006,Chicago,121,Philadelphia,94,8.5,8.85,8.57,7.32,10.71,8.5,1.96,11.5,6.4,10.36,9.7,10,11.67,12.43,14.63,0.51
12/6/2006,Cleveland,95,Toronto,91,8,5.64,4.37,4.76,3.95,8,4.73,9.2,3.5,6.14,11.1,3,4.42,6.36,4.71,-1.37
12/6/2006,Denver,96,Atlanta,98,10,8.1,9.02,8.55,9.91,10,3.58,10.1,6.4,8.54,5.8,8,12.04,7.05,7.2,-0.06
12/6/2006,Indiana,94,Orlando,80,2.5,-1.32,-0.27,-1.92,0.83,2,-1.39,3.3,-1,-1.67,-6.4,-1,-2.6,1.18,-2.09,-6.69
12/6/2006,LA Lakers,89,New orleans,105,8.5,7.4,6.87,7.22,6.71,8,3.56,9.2,5.2,6.07,7.6,12,9.05,8.45,7.91,0.12
12/6/2006,Milwaukee,102,Portland,94,7.5,5.49,4.5,3.55,5.92,8,2.53,8.9,4.4,6.47,2.55,7,8.05,5.07,4.26,-0.67
12/6/2006,Minnesota,90,Houston,84,0,-2.15,-0.74,-1.37,-0.09,-1,-2.15,-1.2,-1,-3.07,-1.3,-3,-6.18,-0.6,-2.82,-5.69
12/6/2006,New York,102,Washington,113,0,3.13,2.58,2.42,2.72,-1,-1.29,2.9,2.3,3.44,7,3,5.7,3.42,5.38,-2.78
12/7/2006,Dallas,82,Detroit,92,7,7.83,8.07,7.73,8.4,7,0.99,9.2,6,8.52,6.3,12,11.38,8.58,10.68,-0.56
12/7/2006,New Jersey,157,Phoenix,161,-3.5,-2.41,-3.87,-4.03,-3.76,-2,1.24,0.4,-3.4,-5.41,3.65,-6,-4.34,-8.09,-7.67,-8.17
12/7/2006,Sacramento,91,Miami,93,5,5.11,7.65,7.12,8.49,5,1.86,3.8,6,7.72,6,3,2.03,5.38,4.98,0.98
12/8/2006,Boston,111,Phoenix,116,-4.5,-4.7,-7.19,-7.89,-6.75,-3.5,-3.22,-3.6,-4.3,-3.2,2.15,-6,-9.52,-4.99,-5.9,-8.57
12/8/2006,Charlotte,62,Houston,92,-5.5,-5.85,-7.06,-6.73,-7.45,-5.5,-6.05,-3.8,-5.2,-7.49,-5.55,-5,-5.42,-6.58,-7.63,-10.5
12/8/2006,Chicago,93,Toronto,90,9,8.01,7.15,5.6,9.61,9,3.39,10.9,5.6,8.85,9.5,8,10.63,13.03,12.69,0.78
12/8/2006,Denver,123,Miami,107,8.5,7.54,8.74,6.86,11.12,8.5,4.47,4.4,7,9.55,10.05,5,9.39,5.84,4.71,3.79
12/8/2006,Indiana,108,Portland,95,7.5,6.9,6.78,6.02,8.1,8,5.11,10.9,5.3,6.55,5.05,8,7.05,6.81,7.56,-0.08
12/8/2006,LA Lakers,106,Atlanta,95,8.5,6.24,7.08,8.22,6.06,9,2.23,7.9,4.4,6,6.55,7,7.83,6.17,5.17,-0.07
12/8/2006,Milwaukee,100,Memphis,94,5.5,2.37,3.56,6.11,1.66,5.5,1.09,2.5,2,2.21,2.15,0.01,3.57,2.63,1.12,-3.56
12/8/2006,Minnesota,110,Utah,103,-1,-0.41,-1.71,-4.41,-0.28,1,-1.76,2.8,-0.5,-0.42,-5,2,3.9,-0.78,1.87,-5.58
12/8/2006,Orlando,83,Detroit,87,4.5,3.44,3.73,5.2,2.69,4.5,2.6,2.7,2.3,3.71,8.4,2,1.38,5.6,5.57,-2.16
12/8/2006,Philadelphia,98,Washington,113,-2,-0.21,0.99,0.93,1.03,-1.5,0.73,1.6,0.9,0.12,1.4,-2,-6.56,-0.39,-0.29,-4.69
12/8/2006,San Antonio,111,LA Clippers,82,8,9.85,9.5,8.01,11.89,9,5.51,10.6,7.4,11.96,7.9,13,12.39,13.7,14.22,0.66
12/8/2006,Seattle,94,New orleans,74,3,2.75,1.85,0.4,3.24,3,3.48,4.7,1.1,1.96,-0.45,6,4.31,-0.83,0.24,-3.74
12/9/2006,Chicago,81,Minnesota,91,8,5.65,4.39,2.83,6.83,7.5,1.98,10.4,3.5,7.26,4.5,7,6.58,11.47,9.93,-1.24
12/9/2006,Cleveland,107,Indiana,75,8,5.07,3.2,3.68,2.72,6.5,3.71,7.2,3,7.2,9.7,4,4.41,8.68,6.26,-1.37
12/9/2006,Dallas,105,Denver,90,8,4.85,5.06,5.94,4.06,7,-0.66,8.8,3.5,5.14,3.5,7,6.41,5.25,2.49,-2.81
12/9/2006,Golden State,101,New orleans,80,7.5,2.59,3.23,3.12,3.34,6.5,1.19,4,2.9,3.22,2,1,2.58,7.84,4.38,-2.74
12/9/2006,Memphis,82,LA Clippers,89,-2.5,1.25,-0.01,-3.11,2.26,-1.5,-0.5,4.6,1,2.63,-3.45,5,2.78,3.49,4.18,-4.73
12/9/2006,New Jersey,90,Boston,92,8,4.94,5.86,6.79,5.37,6,6.11,8.8,3.1,1.79,4.5,3,5.02,4.03,1.4,-2.51
12/9/2006,New York,104,Milwaukee,101,2,3.29,1.55,0.29,2.59,2.5,0.82,3.7,1.3,3.61,9.5,4,3.75,1.04,0.99,-3.34
12/9/2006,Orlando,86,Philadelphia,84,12,9.37,10.18,11.92,8.71,11.5,4.82,9.7,6.9,9.83,14,9,9.44,13.74,12.97,1.88
12/9/2006,Washington,109,Houston,114,-1,-2.01,-2.62,-2.97,-2.29,-1,-1.34,1.5,-2,-3.79,-4.9,-2,-0.34,-1.26,-1.72,-7.32
12/10/2006,Charlotte,84,Phoenix,114,-8,-6.68,-7.74,-7.43,-8.15,-7,-4.85,-6.3,-5.9,-8.18,-1.7,-9,-8.61,-11.2,-10.55,-11.42
12/10/2006,LA Lakers,106,San Antonio,99,-6,-2.96,-1.56,0.19,-4.83,-4,-2.19,-1.8,-2.2,-5.08,0.85,-5,-6.62,-8.21,-5.91,-4.97
12/10/2006,Sacramento,117,Atlanta,92,7.5,3.7,4.32,4.97,3.69,7,0.88,7.8,3.3,4.43,1.75,4,2.44,6.08,4.01,-2.57
12/10/2006,Seattle,117,Golden State,115,3,3.87,1.83,0.84,2.8,3,4.66,6.1,0.9,3.1,0.55,8,7.85,7.63,9.75,-3.4
12/10/2006,Toronto,83,Portland,93,6,6.86,5.75,3.83,8.3,7,4.48,9.5,5,8.37,3.65,9,9.63,7.67,8.64,0.24
12/11/2006,Chicago,106,Indiana,91,11.5,6.93,5.75,3.41,8.53,8.5,2.55,8.5,4.6,9.97,9,10,5.85,16.41,12.33,0.83
12/11/2006,LA Clippers,81,San Antonio,103,-3,-3.8,-2.96,-1.12,-6.08,-3.5,-2.38,-0.6,-2.8,-5.71,-3.05,-7,-5.48,-3.16,-4.21,-7.66
12/11/2006,Miami,99,Toronto,77,6.5,3.31,2.22,4.07,-0.06,8,2.36,9.3,1.2,1.01,4.9,4,3.01,1.28,-0.9,-5.81
12/11/2006,New Jersey,105,Memphis,92,7.5,3.68,2.57,3.95,1.81,6,4.51,5.6,1.2,1.54,9.25,1,4.29,3.15,0.5,-3.04
12/11/2006,New York,90,Boston,97,2.5,4.15,5.16,5.54,5.01,3.5,2.09,4.3,3.1,2.6,5.1,4,5.6,0.16,1.21,-2.46
12/11/2006,New orleans,95,Cleveland,89,-4,-1,2.45,2.89,1.96,-4.5,-1.43,-0.4,1.3,0.5,-3.5,-4,-6.31,-3.47,-1.93,-5.94
12/11/2006,Orlando,89,Phoenix,103,0,-1.04,0.01,1.91,-1.52,1.5,1.43,-0.7,-0.9,-3.08,4.25,-6,-4.76,-1.81,-2.54,-4.97
12/11/2006,Philadelphia,79,Portland,81,3.5,3.04,2.26,0.43,4.5,3,4.17,6.3,2.2,3.22,0.6,3,2.93,0.65,-0.68,-1.9
12/11/2006,Utah,101,Dallas,79,0,2.09,3.61,5.52,2.37,-1,4.86,-0.2,1.4,2.59,6.5,-3,-1.22,2.93,3.19,-3.4
12/12/2006,Atlanta,87,Denver,100,-6.5,-1.31,-1.18,-0.58,-1.84,-5.5,-0.36,0.5,-1.4,-1.02,-2.25,-2,-2.86,-8.26,-4.61,-6.37
12/12/2006,Golden State,126,Sacramento,113,3,2.26,3.48,3.77,3.19,3.5,1.63,1.7,2.7,3.85,2.05,-2,3.4,7.39,8.75,-2.14
12/12/2006,Houston,94,LA Lakers,102,2,6.39,5,3.67,6.14,2.5,4.4,8.9,3.9,8.72,5.95,6,9.84,4.51,11.67,-1.99
12/12/2006,Milwaukee,94,Seattle,93,5,0.56,1.18,1.44,0.93,4.5,-2.93,4.7,0.7,0.86,-0.85,-1,1.15,0.68,-3.15,-5.28
12/13/2006,Chicago,99,Seattle,84,9.5,5.49,5.18,4.13,6.57,9.5,0.32,9.8,3.6,5.83,7.05,5,7.07,8.98,5.87,-1.05
12/13/2006,Cleveland,104,Charlotte,101,11.5,11.27,9.36,9.13,9.95,10.5,9.47,13.9,7.3,12.56,15.1,11,13.02,11.42,11.56,3.93
12/13/2006,Dallas,110,LA Lakers,101,8,3.68,3.09,2.17,3.9,7,-0.16,8.3,2.5,4.11,3.3,4,5.03,7.45,5.9,-2.34
12/13/2006,Indiana,101,Detroit,90,-2.5,-1.59,-0.77,-0.58,-1.08,-1.5,-0.48,0.6,-1.3,-2.06,-1.3,-2,-6.09,-3.22,-1.51,-6.38
12/13/2006,LA Clippers,86,Utah,105,-3,-1.3,-2.57,-3.18,-2.45,-3,-1.86,4.4,-1.6,-1.82,-3.95,-2,0.74,-2.19,1.28,-5.95
12/13/2006,Memphis,79,Portland,85,5.5,3.81,2.46,-0.9,5.8,6.5,2.86,9.2,2.8,5.6,2.1,6,0.87,4.4,1.46,-0.81
12/13/2006,Miami,89,Phoenix,99,-11.5,-5.28,-5.08,-4.8,-5.43,-9.5,-1.31,0.4,-5.1,-7.3,-3.9,-6,-14.08,-17,-10.25,-10.29
12/13/2006,New Jersey,108,Milwaukee,95,6.5,4.3,2.25,0.87,3.48,6,5.1,7.7,1.7,2.84,9.55,4,3.43,3.9,1.81,-3.14
12/13/2006,New York,94,Atlanta,82,7.5,3.88,2.69,1.51,3.72,8,-0.65,4.7,1.5,3.68,6.55,5,8.88,5.45,1.97,-3.99
12/13/2006,Orlando,84,Toronto,91,9.5,7.23,7.44,9.63,5.5,10,5.36,8,5.2,5.91,13.05,6,6.41,9,7.81,-0.49
12/13/2006,Philadelphia,81,Boston,101,-4,0.53,3.17,2.47,3.62,-3,3.55,2.7,1.2,-0.84,-2.4,0.01,-5.51,-7.96,-4.19,-4.05
12/13/2006,San Antonio,95,Minnesota,82,9,9.69,8.33,7.47,10.27,9.5,6.59,13.1,6.6,12.33,8.8,12,10.04,9.47,10.41,0.34
12/13/2006,Washington,120,Denver,91,3,-0.17,-0.87,-0.76,-1.14,2.5,0.4,3.7,-1.3,0.34,-2.6,2,-2.18,1.29,-1.4,-6.5
12/14/2006,Charlotte,99,Orlando,89,-2,-3.19,-4.38,-5.12,-3.82,-3,-4.67,-0.4,-2.8,-2.73,-8.05,-1,-0.08,-4.39,-5.44,-9.45
12/14/2006,Golden State,109,Houston,107,4,-1.86,-0.35,-0.08,-0.62,3,-2.01,-1.4,0.3,-1.77,-5.9,-5,-0.27,4.77,-0.51,-6.23
12/14/2006,New orleans,77,San Antonio,103,-7,-6.48,-4.53,-2.54,-7.71,-7,-4.39,-5,-4.3,-7.12,-4.75,-12,-10.49,-8.94,-10.52,-8.87
12/15/2006,Boston,119,Denver,114,-3.5,0.12,-2.42,-2.57,-2.54,-2.5,-2.24,2.7,-1.1,2.61,-0.8,3,2,-3.8,-0.49,-6.08
12/15/2006,Chicago,117,Milwaukee,111,7.5,8.95,7.79,5.93,10.16,8.5,5.49,10.5,5.7,9.24,10.9,11,11.68,10.23,12.53,2.36
12/15/2006,Cleveland,106,Seattle,84,8,4.69,3.82,5.22,2.44,8,2.22,9.1,2.7,4.94,9.85,2,3.74,5.37,3.14,-1.18
12/15/2006,Dallas,93,Philadelphia,79,15,13.34,14.56,15.69,13.79,15,3.78,15.2,10.3,13.87,13.55,15,18.9,15.83,16.28,4.15
12/15/2006,Indiana,112,New York,96,6.5,3.57,5.9,7.19,4.68,6,4.07,8.1,3.3,2.4,-1.4,2,1.77,5.47,3.97,-2.86
12/15/2006,LA Lakers,112,Houston,101,5,1.7,2.88,4.24,1.71,6,-0.22,2.9,1.4,-0.55,0.05,3,2.81,4.13,0.71,-3.08
12/15/2006,Memphis,88,Atlanta,97,7,3.47,2.53,0.14,4.18,7,0.43,7.4,2,4.28,0.55,6,6.23,5.58,1.92,-3.56
12/15/2006,Phoenix,105,Golden State,101,11.5,9.04,7.7,7.75,7.72,10,4.64,14.1,5.4,9.18,8.3,14,10.27,15.92,14.14,0.19
12/15/2006,Portland,109,LA Clippers,99,-2.5,0.57,0.72,0.86,0.18,-2,-0.96,1.5,0.1,0.28,-1.7,2,2.91,2.26,3.14,-4.92
12/15/2006,Toronto,90,New Jersey,78,-2.5,1.02,3.38,3.67,3.15,-2.5,-1.18,2.2,1.7,3.13,-3.95,0.01,0.44,-3.19,0.41,-3.75
12/15/2006,Utah,97,Sacramento,98,7.5,8.75,10.34,11.94,9.41,7,6.81,6.9,6.2,8.78,11.8,7,9.94,12.79,14.29,0.6
12/15/2006,Washington,106,Miami,95,10.5,5.98,5.75,4.67,7,10.5,3.81,4.6,4.7,7.64,3.9,6,11.54,11.95,7.65,0.53
12/16/2006,Atlanta,104,Chicago,106,-3.5,-2.98,-2.42,-0.81,-4.56,-4,-0.17,-1,-1.6,-3.27,-2.15,-6,-7.3,-1.06,-1.42,-8.42
12/16/2006,Charlotte,100,Boston,106,2.5,-1.35,0.59,1.67,-0.57,1,-0.89,0.1,-0.7,-2.97,-2.6,-3,-3.16,-2.21,-5.99,-7.04
12/16/2006,Miami,98,Memphis,90,6,5.37,4.3,7.57,1.71,5.5,3.6,8.6,2.4,3.25,4.2,7,9.98,2.8,3.81,-3.25
12/16/2006,Milwaukee,108,Minnesota,104,-2,-0.83,-1.12,-0.61,-1.65,1,-1.21,3.3,-0.8,0.06,-3.15,-2,-1.41,-4.42,-2.08,-6.46
12/16/2006,New Jersey,82,Detroit,90,-2,0.14,-1.74,-3.04,-0.56,-2.5,1.66,2.1,-1.2,-0.11,3.35,1,-1.97,-4.52,-1.92,-5.51
12/16/2006,New York,100,Denver,123,-4.5,-0.59,-2.07,-1.32,-3.05,-2.5,-2.68,-0.1,-1.4,-0.17,1.3,0.01,2.08,-5.8,-3.24,-6.6
12/16/2006,New orleans,79,Dallas,90,-8,-2.87,-2.03,-0.92,-3.17,-8,0.24,-2.9,-2.1,-1.56,-2.15,-8,-5.26,-6.68,-3.83,-7.18
12/16/2006,Orlando,81,Cleveland,74,-1.5,0.31,3.41,3.47,3.36,-2,-0.05,1.5,1,-0.35,1.95,-2,-6.12,-0.68,1.64,-4.35
12/16/2006,Sacramento,98,Phoenix,105,-2.5,-2.2,-1.66,-2.37,-1.1,-4,-1.54,-0.9,-2,-3.13,-1.35,-4,-3.43,-3.78,-3.56,-6.92
12/16/2006,San Antonio,103,Philadelphia,98,16.5,17.97,17.73,17.98,19.35,16,10.16,18.3,13.4,20.93,16.15,21,24.5,18.51,20.89,6.58
12/17/2006,Detroit,97,Seattle,93,6.5,6.18,6.05,7.82,4.41,7.5,1.97,10.9,4.9,5.36,5.35,6,8.94,3.74,3.76,-1.27
12/17/2006,Indiana,94,Utah,104,2.5,-2.66,-3.2,-3.49,-3.11,.,-2.41,2.9,-2.5,-4.65,-7.95,-2,-0.72,3.59,-0.04,-8.34
12/17/2006,LA Clippers,103,Houston,108,-1,-2.15,-0.94,-0.13,-1.78,1,-1.98,0.8,-1.8,-4.28,-3.1,-4,-3.09,-2.27,-2.88,-7.81
12/17/2006,LA Lakers,141,Washington,147,5,5.39,7.66,9.41,6.23,5,2.2,5.4,5.2,5.42,9.65,5,-0.03,7.29,7.53,0.2
12/17/2006,Toronto,120,Golden State,115,-2,0.61,-0.2,-0.52,0.12,-2,0.5,4.9,-0.9,-0.24,-0.5,1,1.16,2.56,5.03,-5.96
