date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegametime,lineray1,linefox,linedunk,linegirl,linedok
12/3/2008,Houston,103,LA Clippers,96,11,12.05,13.27,13.13,13.52,11,10.03,15.3,12.5,11.39,14,10.19,15.91,10.33
12/3/2008,Milwaukee,97,Chicago,90,3.5,1.24,0.51,-0.08,1.1,3,1.76,2.2,3,2.9,3,1.5,2.38,3.54
12/3/2008,New orleans,104,Phoenix,91,8,4.93,3.59,2.28,4.87,5,3.68,8.6,7,7.28,5,8.47,2.38,7.48
12/3/2008,Orlando,100,Minnesota,89,9,10.94,10.91,12.83,9.45,9,8.05,12.4,10.5,10.41,11,11.66,15.5,8.44
12/3/2008,Philadelphia,102,LA Lakers,114,-9,-6.76,-10.16,-9.62,-11.18,-7,-0.82,-3.3,-5,-12.36,-9,-11.42,-8.25,-5.3
12/3/2008,Utah,89,Miami,93,3.5,6.08,3.18,3.38,2.97,5,4.03,7.1,5.5,5.69,7,6.66,12.7,4.92
12/3/2008,Washington,92,Portland,98,-7.5,-4.86,-8.58,-8.38,-8.92,-6,0.74,-3.3,-5,-13.02,-9,-2.23,-5.1,-3.27
12/4/2008,Dallas,112,Phoenix,97,4,5.48,3.33,1.21,5.56,4.5,1.57,7.2,6.5,11.79,6,1.5,7.6,8.66
12/4/2008,Denver,91,San Antonio,108,4,5.43,8.19,7.43,8.98,4.5,6.74,6.7,10,4.1,8,3.49,-0.5,7.94
12/5/2008,Atlanta,98,New York,95,10.5,7.19,7.73,7.66,8.11,11,7.84,10,9,6.44,9,7.56,6.02,6.55
12/5/2008,Boston,93,Portland,78,8,6.75,6.15,7.76,4.77,7.5,9.38,7.4,8.5,2.97,5,8.55,9.79,6.6
12/5/2008,Cleveland,97,Indiana,73,11,12.62,10.73,10.3,11.65,11,8.84,14.1,16.5,13.77,13,14.87,13.34,8.13
12/5/2008,Detroit,91,Philadelphia,96,8,8.07,7.12,9.25,5.27,7.5,5.22,9.3,8,4.35,8,9.92,10.35,6.59
12/5/2008,Houston,131,Golden State,112,8.5,10.62,11.11,11.46,10.87,9.5,8.94,13.2,11,14.32,11,14.66,10.18,7.18
12/5/2008,Memphis,93,LA Clippers,81,-1.5,1.1,1.88,2.44,1.42,1,1.94,2.7,2.5,-3.42,1,2.02,1.38,2.34
12/5/2008,Milwaukee,101,Charlotte,96,4,3.1,3.81,3.42,4.21,5.5,4.06,5.3,5,-1.08,4,1.68,1.5,4.36
12/5/2008,New Jersey,113,Minnesota,84,6.5,6.19,6.33,10.14,2.77,6.5,4.54,7.2,6,6.26,4,5,6.1,5.18
12/5/2008,Orlando,98,Oklahoma City,89,13,16,16.2,16.85,15.62,14,11.76,16,16,19.84,18,18.75,16.77,10.37
12/5/2008,Utah,114,Toronto,87,5,4.72,2.58,0.47,4.72,6.5,5.92,7.1,7,2.05,8,2.88,4.05,3.75
12/5/2008,Washington,104,LA Lakers,106,-12,-9.2,-13.79,-13.5,-14.55,-11.5,-4.38,-7.1,-8,-15.28,-10,-6.69,-13.96,-9.76
12/6/2008,Charlotte,74,Cleveland,94,-8,-7.84,-10.05,-8.7,-12.19,-6.5,-6.22,-5.7,-10,-8.26,-12,-5.18,-5.74,-4.84
12/6/2008,Chicago,117,Washington,110,8.5,6.57,7.63,8.93,6.51,8.5,4.55,8,5.5,3.83,4,4.51,8.24,7.49
12/6/2008,Dallas,100,Atlanta,98,7,6.91,2.64,0.24,5.03,7,1.95,8,6.5,11.29,8,11.42,4.48,5.18
12/6/2008,Miami,105,Oklahoma City,99,10.5,12.07,12.72,13,12.54,11,10.96,14,14,11.34,11,16.13,8.93,8.85
12/6/2008,Minnesota,84,LA Clippers,107,1.5,3.82,4.04,3.81,4.23,3.5,4.09,4.7,3.5,4.69,4,7.55,5.72,3.91
12/6/2008,New orleans,106,Memphis,87,14.5,13.02,12.82,12.61,13.04,13,10.49,16.4,12.5,15.08,14,16.91,14.65,9.2
12/6/2008,Philadelphia,84,New Jersey,95,2.5,2.09,1.5,-0.07,3.13,4,4.5,7.9,4.5,0.36,2,-3.12,0.77,3.74
12/6/2008,Phoenix,106,Utah,104,7.5,1.62,2.2,3.79,0.61,5.5,0.89,3.3,1.5,1.09,0.01,-0.36,-1.97,4.13
12/6/2008,Sacramento,85,Denver,118,-5,-5.79,-8.34,-7.88,-8.8,-5.5,-3.43,-2.8,-7,-7.36,-8,-9.32,-2.01,-4.52
12/6/2008,San Antonio,123,Golden State,88,12,8.64,7.83,8.69,7.05,11,4.59,10.4,8.5,11.24,12,8.42,7.86,6.58
12/7/2008,Indiana,117,Boston,122,-7.5,-5.96,-6.49,-7.9,-5.38,-7.5,-4.07,-4.7,-6,-7.69,-8,-9.65,-8.13,-5
12/7/2008,LA Lakers,105,Milwaukee,92,13.5,13.73,13.14,12.58,13.86,13.5,9.21,16.5,16.5,20.55,13,18.77,15.06,8.11
12/7/2008,New York,104,Detroit,92,-7,-3.3,-2.89,-3.38,-2.62,-7.5,-2.88,-3.2,-1.5,-2.22,-5,-2.13,-4.35,-2.1
12/7/2008,Toronto,97,Portland,98,-2.5,-1.96,-3.65,-1.6,-5.86,-2,2.32,-0.9,-4.5,-8.17,-11,-1.66,3.49,-1.67
12/8/2008,LA Clippers,88,Orlando,95,-3.5,-4.48,-7.89,-9.32,-6.67,-4,-3.55,-1.4,-3.5,-7.31,-5,-6.42,-4.54,-4.6
12/8/2008,Memphis,109,Houston,97,-7,-7.26,-8.96,-8.59,-9.36,-7,-5.48,-7.2,-5.5,-5.81,-8,-11.05,-7.6,-5.71
12/8/2008,Miami,100,Charlotte,96,8.5,6.08,5.46,5.13,5.81,7.5,7.88,9.1,7.5,6.7,5,2.43,5.4,4.4
12/8/2008,Oklahoma City,102,Golden State,112,-1,-0.58,-1.68,-2.55,-1.07,5.5,0.65,0.8,-0.5,-3.21,1,0.84,-1.95,0.15
12/9/2008,Chicago,105,New York,100,7.5,6.2,5.06,4.35,5.84,8.5,5.15,8.5,7,7.27,7,2.52,4.74,4.65
12/9/2008,Cleveland,114,Toronto,94,12,14.23,13.74,11.1,17.38,11,10.72,13.9,20,9.96,22,17.56,10.94,15.05
12/9/2008,Dallas,126,San Antonio,133,-1.5,4.13,4.61,4.16,5.13,2,4.67,5.2,5.5,6.65,2,3.63,3.69,5.17
12/9/2008,Houston,92,Atlanta,84,4.5,6.18,3.13,1.79,4.43,4.5,4.54,9,6,6.84,6,8.13,4.87,4.77
12/9/2008,Minnesota,96,Utah,99,-5,-5.85,-6.13,-6.04,-6.41,-4,-3.73,-3.5,-6,-3.33,-7,-5.79,-10.03,-4.19
12/9/2008,Phoenix,125,Milwaukee,110,6.5,5.66,3.73,4.9,2.62,7.5,5.72,8.2,5,7.71,4,2.03,3.26,4.27
12/9/2008,Portland,108,Orlando,109,5.5,4.24,3.81,3.4,4.19,5.5,0.07,7.5,9.5,0.72,6,7.79,0.79,7.51
12/9/2008,Sacramento,113,LA Lakers,101,-11.5,-10.83,-15.4,-14.19,-16.9,-13.5,-7.89,-10.3,-14.5,-12.25,-14,-10.2,-12.96,-7.91
12/9/2008,Washington,107,Detroit,94,-4.5,-2.46,-4.08,-6.49,-1.92,-4.5,-1.62,-1.1,1,-3.75,0.01,3.08,-6.01,-3.83
12/10/2008,Denver,116,Minnesota,105,12.5,13.13,14.32,14.76,14.2,11.5,8.31,14,15.5,12.24,17,10.52,14.62,10.3
12/10/2008,Golden State,119,Milwaukee,96,2,1.28,-2.38,-2.41,-2.36,-3,1.47,4.6,0.5,1.95,-1,-2.03,0.4,2.08
12/10/2008,LA Lakers,115,Phoenix,110,12,9.81,9.94,8.25,11.82,12.5,6.02,11.9,13.5,11.6,9,13.87,13.09,13.52
12/10/2008,New Jersey,109,New York,121,8,7.42,5.05,5.66,4.51,8.5,5.57,7.4,8,7.64,9,11.2,8.22,7.38
12/10/2008,New orleans,105,Charlotte,89,13,9.89,9.55,9.09,10.06,12.5,9.23,13,10.5,9.29,11,9.63,12.56,7.07
12/10/2008,Oklahoma City,102,Memphis,108,-2,-0.43,-2.32,-3.72,-1.35,-1,1.15,2.5,-2,-0.25,-3,1.9,0.23,0.29
12/10/2008,Philadelphia,93,Cleveland,101,-6.5,-7.01,-9.66,-8.5,-11.66,-5.5,-3.68,-3.3,-8,-5.2,-13,-7.54,-6.02,-4.21
12/10/2008,San Antonio,95,Atlanta,89,6,5.76,2,1.08,2.89,9,0.95,8.2,6,3.58,10,7.64,2.49,3.32
12/10/2008,Toronto,101,Indiana,88,3,2.1,0.62,2.46,-1.36,5,2.07,5.8,2,1.68,-3,0.46,2.56,0.99
12/11/2008,Dallas,95,Charlotte,90,13,9.53,8.73,7.75,9.79,10.5,6.67,10.9,9,10.27,10,9.55,9.83,8.19
12/11/2008,Utah,97,Portland,88,2.5,2.18,-0.98,-1.5,-0.44,2,6.02,2.6,2,-0.08,0.01,-1.34,5.06,0.68
12/11/2008,Washington,88,Boston,122,-10,-7.6,-10.76,-12.63,-9.28,-9.5,-5.67,-5.3,-7.5,-10.03,-10,-5.86,-12.7,-8.14
12/12/2008,Boston,94,New orleans,82,6.5,8.21,8.29,9.45,7.19,7,6.73,8.8,13,9.26,12,10.2,6.66,7.35
12/12/2008,Cleveland,88,Philadelphia,72,10.5,14.13,14.68,13.78,16.31,11,9.8,13.5,18,10.95,19,15.35,12.37,14.44
12/12/2008,Detroit,114,Indiana,110,6,6.11,3.43,4.93,1.97,7,5.37,9.3,5,3.03,3,9.19,5.79,4.7
12/12/2008,Golden State,108,Houston,119,-1.5,-2.91,-5.61,-5.45,-5.77,-2.5,-3.14,-2,-2.5,-4.32,-4,-0.14,-3.43,-3.19
12/12/2008,LA Lakers,112,Sacramento,103,16.5,15.9,17.46,16.22,18.96,16.5,12.91,18.1,20,18.74,16,14.66,18.96,16.4
12/12/2008,Memphis,103,Chicago,96,-2,-2.12,-3.31,-3.63,-3.01,-2.5,-0.83,-0.3,-0.5,-0.03,0.01,-3.05,-3.82,-1.01
12/12/2008,Miami,73,Atlanta,87,2.5,3.19,1.2,0.8,1.6,3,3.86,5.2,4,3.04,2,5.05,-0.35,1.5
12/12/2008,Minnesota,86,San Antonio,98,-8,-6.68,-6.71,-7.89,-5.85,-7,-0.3,-4.5,-9,-4.47,-11,-5.34,-8.09,-3.91
12/12/2008,New Jersey,79,Toronto,101,2.5,3.6,2.88,2.97,2.78,4,3.16,3.7,5,1.51,6,5.69,3.4,2.72
12/12/2008,Phoenix,113,Orlando,112,1.5,1.42,0.08,-0.01,0.12,2,1.65,3,3,-0.15,-1,-0.71,-0.87,1.6
12/12/2008,Portland,112,LA Clippers,120,8.5,10.66,13.57,14.1,13.17,9.5,6.52,13.5,14,11.68,12,12.45,11.93,8.74
12/13/2008,Atlanta,97,Cleveland,92,-4,-4.92,-5.52,-4.12,-7.64,-4.5,-3.09,-2.1,-4.5,-6.03,-10,-2.94,-2.81,-2.52
12/13/2008,Charlotte,86,Detroit,90,-1,-2.21,-1.82,-3.24,-0.45,-1,-2.09,-0.5,0.5,-2.32,0.01,-3.74,-3.78,-0.67
12/13/2008,Chicago,113,New Jersey,104,4.5,4.09,3.85,2.7,5.19,4.5,3.42,7.7,5.5,2.46,4,0.19,2.86,3.77
12/13/2008,Dallas,103,Oklahoma City,99,12.5,14.96,15.87,16.75,15.66,13,9.84,16.2,15,15.13,17,18.85,13.42,11.73
12/13/2008,Denver,123,Golden State,105,15,10.2,11.86,11.55,12.22,14.5,7.91,10.6,13,10.37,15,11.64,6.38,9.95
12/13/2008,LA Clippers,95,Houston,82,-4,-4.11,-7.16,-7.42,-6.98,-5,-3.84,-2.5,-4,-5.27,-3,1.21,-8.95,-4.14
12/13/2008,Milwaukee,121,Indiana,103,4,1.59,1.62,2.34,0.93,4.5,1.33,3.6,2,-1.26,-1,0.68,2.17,4.1
12/13/2008,Philadelphia,104,Washington,89,5.5,5.33,5.43,5.53,5.33,5.5,5.67,7.9,6,7.21,4,2.58,8.61,2.91
12/13/2008,Sacramento,90,New York,114,1,0.93,-1.67,-2.03,-1.32,3,0.1,2.1,-1.5,3.51,1,4.66,-1.13,1.4
12/13/2008,Utah,94,Orlando,103,5.5,3.45,0.54,-0.54,1.62,4.5,3.41,4.5,6,-1.17,2,7.63,2.81,4.48
12/14/2008,LA Lakers,98,Minnesota,86,15,17.14,18.62,19.49,18.09,15.5,11.7,18.6,21,20.09,16,19.69,21.24,14.35
12/14/2008,Memphis,102,Miami,86,-1.5,-0.43,-1.81,-1.56,-2.1,-1,-2.43,0.1,0.01,-0.66,2,3.08,-1.63,0.85
12/14/2008,San Antonio,109,Oklahoma City,104,16.5,14.92,15.21,17,14.26,15.5,8.55,17.1,15,12.36,19,19.56,13.09,13.31
12/14/2008,Toronto,91,New orleans,99,-2,-0.05,-1.5,0.05,-3.1,-2,-0.56,0.5,0.01,0.92,-4,2.6,-1.29,0.29
12/15/2008,Atlanta,83,Charlotte,79,9,8.11,9.13,9.84,8.44,7.5,8.12,10.2,10,5.54,8,10.32,9.9,6.82
12/15/2008,Boston,100,Utah,91,9.5,10.08,11.02,12.16,9.95,9,7.65,11.9,15,11.59,14,15.74,6.73,10.55
12/15/2008,Dallas,88,Denver,98,2,2.17,0.26,0.37,0.1,2,1.18,4.2,1,3.85,-1,4.09,4.22,0.14
12/15/2008,Golden State,98,Orlando,109,-2,-3.85,-6.27,-6.8,-5.77,-1.5,-3.44,-1.8,-3,-5.9,-8,-5.74,-3.83,-3.36
12/15/2008,Miami,83,Milwaukee,98,4,4.26,2.28,2.52,2.03,5,5.85,7,5,4.55,2,5.57,3.39,0.16
12/15/2008,Phoenix,111,New York,103,8.5,6.47,5.19,5.48,4.98,9.5,6.4,7.5,5,9.93,5,3.13,6.37,5.27
12/15/2008,Sacramento,118,Minnesota,103,4,4.36,3.36,5.42,1.42,4,1.91,4.7,3,4.35,3,6.67,5.28,4.86
12/15/2008,Toronto,87,New Jersey,94,4,4.13,3.7,3.16,4.41,5,4,8,5.5,4.49,4,3.65,2.6,2.3
12/15/2008,Washington,98,Indiana,118,1,0.81,-1.76,-1.58,-1.96,2,1.46,4,2,-2.88,1,5.69,-3.26,-1.06
12/16/2008,Charlotte,110,Chicago,101,-2,-0.1,-1.66,-2.62,-0.73,-1.5,0.17,2.2,1,1.05,2,3.14,-2.74,1.78
12/16/2008,Houston,108,Denver,96,3,2.23,0.26,0.46,0.01,3,3.4,5.1,1,2.95,-2,-0.39,6.05,4.49
12/16/2008,LA Lakers,116,New York,114,13.5,12.14,12.46,11.59,13.37,13,9.75,13.6,12.5,19.25,10,10.17,14.83,14.09
12/16/2008,Memphis,84,New orleans,91,-6.5,-4.59,-5.58,-4.81,-6.41,-4.5,-3.85,-4.8,-3.5,-4.14,-4,-6.18,-7.85,-2.67
12/16/2008,Oklahoma City,88,LA Clippers,98,-4.5,-1.91,-2.75,-4.38,-1.99,-5,-0.41,-1,-4,0.04,-4,-7.37,2.7,1.33
12/16/2008,Portland,109,Sacramento,77,12.5,10.52,11.78,10.75,13,11.5,7.22,14.6,15,10.7,12,9.34,10.48,10.65
12/17/2008,Atlanta,85,Boston,88,-3.5,-4.32,-4.7,-4.64,-4.8,-5.5,-2.86,-2,-3.5,-12.75,-9,-3.87,-3.53,-1.55
12/17/2008,Chicago,115,LA Clippers,109,3,5.72,6.89,7.61,6.2,5.5,4.88,6.4,4.5,1.19,1,6.4,11.2,5.61
12/17/2008,Detroit,88,Washington,74,10,9.02,9.38,10.78,8.02,9.5,8.1,11.6,8.5,2.82,9,5.58,12.05,10.35
12/17/2008,Indiana,127,Golden State,120,6,5.73,6.84,6.36,7.33,7.5,5.83,7,8,6.57,8,9.96,3.93,4.57
12/17/2008,Minnesota,70,Cleveland,93,-10,-13.78,-14.54,-14.39,-16.13,-9,-8.88,-9.5,-17.5,-19.94,-18,-13.47,-13.47,-10.1
12/17/2008,New Jersey,92,Utah,103,-2.5,-0.1,-0.39,1.86,-2.84,-3.5,-0.89,0.7,1,0.44,-2,0.67,-0.82,1.08
12/17/2008,New orleans,90,San Antonio,83,2,3.46,4.66,4.32,5,2,7.22,6.8,6,2.77,2,0.16,5.44,4.18
12/17/2008,Philadelphia,93,Milwaukee,88,3.5,3.93,0.85,0.6,1.08,4.5,4.96,6.9,4.5,6.9,3,5.31,3.18,1.06
12/17/2008,Toronto,86,Dallas,96,-2.5,-0.21,-0.75,0.55,-2.09,-1,2.18,2.8,1,-1.1,-2,-4.44,0.82,1.36
12/18/2008,Orlando,90,San Antonio,78,2.5,3.6,4.68,5.13,4.27,3.5,7.01,5.6,6,0.97,3,0.83,5.74,7.09
12/18/2008,Portland,124,Phoenix,119,4,3.91,4.46,2.89,6.02,5,1.23,7.9,8.5,5.52,7,2.44,1.98,6.26
12/19/2008,Atlanta,115,Golden State,99,10.5,8.9,10.27,10.86,9.71,9.5,8.56,9.9,12,9.51,10,14.23,8.98,8.71
12/19/2008,Boston,126,Chicago,108,12,13.4,12.7,12.95,12.61,12,11.3,14.2,18,21.8,20,18.58,10.84,12.35
12/19/2008,Denver,88,Cleveland,105,1,-1.59,-2.19,-1.35,-4.29,1,-2.43,0,-2.5,-3.94,-3,3.43,-2.67,-0.51
12/19/2008,Detroit,114,Utah,120,3,2.19,1.82,3.6,0.06,3,2.1,5.1,1.5,-0.13,-1,-0.46,3.24,4.55
12/19/2008,Houston,107,Sacramento,96,12.5,12.79,12.47,11.22,14.06,13,11.54,15.4,15,12.95,15,12.15,12.8,11.49
12/19/2008,Indiana,109,LA Clippers,117,2.5,4.38,6.6,6.54,6.68,2.5,5.24,5.7,5,1.3,4,3.56,8.34,4.18
12/19/2008,Memphis,83,Charlotte,112,4,2.29,1.64,2.23,1.03,3,2.53,3.1,3,2.86,3,-0.16,2.36,3.13
12/19/2008,Miami,89,LA Lakers,87,-7.5,-4.98,-7.53,-7.24,-7.82,-8,-1.19,-3.7,-4.5,-5.76,-6,-9.47,-9.49,-4.57
12/19/2008,New Jersey,121,Dallas,97,-3.5,-1.11,-1.95,-0.18,-3.94,-4.5,1.17,0.2,0.5,-2.26,-3,-5.96,2.35,0.73
12/19/2008,New York,81,Milwaukee,105,4,3.29,1.69,2.28,1.11,2.5,2.6,5.7,5,5.58,4,-0.13,2.24,2.36
12/19/2008,Oklahoma City,91,Toronto,83,-6,-4.21,-6.27,-9.14,-4.34,-6,-2.6,-2,-3.5,-4.03,-1,-8.08,-5.24,-2.19
12/19/2008,Washington,103,Philadelphia,109,-1,-0.36,-2.18,-2.1,-2.26,1,-1.28,0.6,-1.5,0.36,-2,3.2,-2.61,0.57
12/20/2008,Charlotte,103,Golden State,110,6.5,5.15,5.28,4.82,5.7,6,4.57,6.5,7,6.49,9,9.5,1.57,5.05
12/20/2008,Chicago,106,Utah,98,-2.5,-0.02,0.07,1.02,-0.9,-1,-1.08,1.4,0.01,-0.18,-4,-3.36,1.39,1.63
12/20/2008,Milwaukee,119,LA Clippers,85,5.5,4.28,6.65,6.45,6.86,4.5,4.58,5.4,5.5,0.16,4,2.05,7.98,6.82
12/20/2008,Minnesota,102,Houston,109,-5.5,-7.67,-8.93,-9.8,-8.26,-7,-5.26,-5.5,-10,-8.87,-9,-5.79,-10.24,-4.21
12/20/2008,New Jersey,103,Miami,106,5,3.89,2.15,2.83,1.4,3,1.48,4.6,6,5.12,5,1.68,6.6,4.4
12/20/2008,New orleans,99,Sacramento,90,15.5,14.06,13.67,12.7,14.91,15,12,16.5,16,16.36,16,17.8,13.08,13.47
12/20/2008,Orlando,106,LA Lakers,103,-2,2.11,-0.59,0.18,-1.34,-2,1.95,2.6,3,2.82,6,3.31,-1.59,1.49
12/20/2008,Philadelphia,94,Indiana,95,10.5,4.65,2.25,2.82,1.7,11.5,4.67,7.2,5.5,5.76,3,7.7,2.71,4.66
12/20/2008,Phoenix,108,Denver,101,5.5,1.04,-0.38,0.88,-1.61,4,2.7,3.3,1.5,-3.72,-2,-0.08,2.51,1.92
12/20/2008,San Antonio,107,Toronto,97,10,8.47,6.01,5.65,6.39,9.5,3.24,10,9,10.33,13,13.6,4.67,6.52
12/21/2008,Atlanta,85,Detroit,78,4.5,3.47,4.86,4.34,5.38,3.5,3.29,5,8,6,5,0.85,2.7,6.56
12/21/2008,Boston,124,New York,105,13,14.63,14.88,15.32,14.67,14.5,13.3,15.9,18,20.25,19,13.43,14.07,14
12/21/2008,Oklahoma City,91,Cleveland,102,-13.5,-14.92,-17.23,-17.39,-18.85,-13,-11.04,-11.9,-17,-18.79,-18,-11.82,-12.47,-11.95
12/21/2008,Washington,86,Dallas,97,-6.5,-3.89,-5.65,-6.04,-5.31,-6,-0.59,-0.8,-2,-2.65,-4,-7.26,-5.51,-3.19
12/22/2008,Denver,97,Portland,89,0,4.24,2.56,2.4,2.72,3,4.43,3.9,3,7.2,3,1.03,4.51,4.74
12/22/2008,LA Clippers,75,Toronto,97,2.5,1.99,0.07,-0.23,0.39,2.5,1.54,4.9,3.5,3.03,5,5.88,-4.19,0.17
12/22/2008,Memphis,96,LA Lakers,105,-12,-6.79,-9.51,-8.47,-10.68,-10.5,-5.28,-7.4,-6,-4.37,-6,-6.09,-12.24,-7.72
12/22/2008,New Jersey,91,Houston,114,-5.5,-1.57,-2.69,-1.81,-3.65,-4,-1.23,-1.2,0.01,-1.85,-3,-2.24,-0.9,-1.89
12/22/2008,Orlando,113,Golden State,81,12,11.57,12.31,13.13,11.58,13,10.3,11.9,12,13.54,14,16.53,11.58,12.06
12/22/2008,San Antonio,101,Sacramento,85,13,12.62,10.95,10.35,11.79,13,7.65,14.3,13.5,16.59,15,14.63,10.46,9.77
12/23/2008,Atlanta,99,Oklahoma City,88,11.5,13.8,15.15,17.21,13.75,12,11.44,14.8,14.5,11.3,11,17.02,13.05,13.97
12/23/2008,Boston,110,Philadelphia,91,13,14.15,14.69,15.93,13.67,13,10.49,14,17.5,18.93,18,16.87,13.24,14.37
12/23/2008,Charlotte,80,Washington,72,6,5.9,6.39,6.08,6.69,6.5,4.2,7.2,6.5,2.8,10,8.43,5.15,6.42
12/23/2008,Cleveland,99,Houston,90,7.5,9.63,8.62,7.44,10.86,7,7.03,9.7,13,14.07,10,11.77,6.22,10
12/23/2008,Dallas,100,Memphis,82,11,10.01,9.2,8.6,9.86,12,7.15,12.4,10.5,8.99,10,8.67,10,10.1
12/23/2008,Detroit,104,Chicago,98,7,4.31,2.7,2.86,2.54,6.5,5.29,7.2,4,3.05,5,4.42,4.85,3.5
12/23/2008,Indiana,107,New Jersey,108,2.5,3.49,3.87,2.25,5.59,3.5,3.64,6.3,5,2.49,6,3.78,1.04,5.37
12/23/2008,Miami,96,Golden State,88,8,5.94,6.83,7.24,6.41,10,8.01,7.1,7.5,4.96,7,4.94,3.68,7.65
12/23/2008,Milwaukee,94,Utah,86,1,0.15,1.46,1.17,1.74,-1,-0.18,2.1,4,-1.21,4,-2.88,-1.08,0.76
12/23/2008,New orleans,87,LA Lakers,100,2.5,2.12,-0.28,0.1,-0.68,2,2.24,3.4,3.5,4.62,3,4.73,-1.71,-0.74
12/23/2008,Portland,101,Denver,92,8,2.33,1.91,1.87,1.95,8.5,1.16,5.9,6,-1.2,3,6.11,1.49,2.98
12/23/2008,San Antonio,99,Minnesota,93,12,14.44,12.47,13.73,11.47,13.5,7.47,14.8,15,18.51,16,17.42,13.9,11.4
12/25/2008,Cleveland,93,Washington,89,15.5,19.55,19.66,19.08,21.27,15,15.12,18.9,23,24.35,23,20.17,17.98,20.25
12/25/2008,LA Lakers,92,Boston,83,2,-0.57,-0.34,-1.31,0.5,1.5,-0.77,3.4,1.5,-7.89,-6,-2.51,3.9,-1.51
12/25/2008,Orlando,88,New orleans,68,4.5,4.79,3.9,4.19,3.61,4.5,3.82,5.5,7,2.58,9,5.55,3.12,5.43
12/25/2008,Phoenix,90,San Antonio,91,2.5,2.57,2.59,3.23,1.99,2,5.14,3.3,3,2.38,1,0.92,2.4,4.9
12/25/2008,Portland,94,Dallas,102,4.5,4.29,4.39,4.27,4.53,4,2.72,7.2,8,6.15,5,7.22,2.29,6.27
12/29/2008,Atlanta,109,Denver,91,4.5,2.64,1.65,2.09,1.22,4.5,4.06,4.1,4,5.05,0.01,7.04,3.25,3.31
12/29/2008,Detroit,88,Orlando,82,-3.5,-1.37,-2.82,-2.01,-3.61,-2.5,-0.09,1.6,-2.5,-3.92,-7,-4.57,0.7,-3.39
12/29/2008,Golden State,117,Toronto,111,-1.5,0.65,-0.53,-0.72,-0.34,1,0.25,3.3,0.5,-1.73,2,-0.1,-1.17,1.02
12/29/2008,Houston,87,Washington,89,13,13.19,12.72,13.84,11.82,13,10.21,13.7,12,15.48,13,16.03,14.76,15.18
12/29/2008,Minnesota,108,Memphis,98,2,0.67,-0.23,-1.46,0.95,2.5,2.21,4.6,-1,-1.59,2,0.87,0.01,-0.37
12/29/2008,New Jersey,87,Chicago,100,4.5,2.45,1.18,1.73,0.57,5.5,3,3.5,2.5,0.78,4,7.45,2.85,1.69
12/29/2008,Oklahoma City,102,Phoenix,110,-9.5,-5.69,-8.62,-11.44,-6.73,-8.5,-4.88,-3.5,-5.5,-4.98,-4,-5.32,-6.31,-4.27
12/29/2008,Utah,112,Philadelphia,95,6.5,6.97,5.77,5.76,5.82,7,5.28,7.9,8,3.84,8,6.63,7.01,8.45
12/30/2008,Charlotte,89,New York,93,4.5,3.75,2.59,1.64,3.5,4.5,3.66,5.6,3.5,3.54,6,7.09,0.37,4.49
12/30/2008,Dallas,107,Minnesota,100,12.5,12.84,12.26,12.52,12.06,12,8.72,13.9,14.5,12.81,12,12.32,12.99,13.71
12/30/2008,Indiana,104,Atlanta,110,1,-1.49,-2.9,-4.33,-1.57,-1,-1.25,0.7,-0.5,-5.06,-3,-2.31,-0.66,-1.42
12/30/2008,Memphis,89,Phoenix,101,-3,-3.96,-4.34,-4.7,-4.06,-5.5,-3.17,-1.8,-2.5,-4.07,-5,-3.34,-4.31,-2.49
12/30/2008,Miami,104,Cleveland,95,-5.5,-6.99,-7.9,-6.56,-9.7,-4.5,-3.73,-4.2,-6.5,-13.66,-7,-5.96,-7.72,-8.92
12/30/2008,New orleans,97,Washington,85,14,11.79,12.21,13.57,11.01,15.5,9.4,12.5,10,18.24,10,12.06,15.04,11.96
12/30/2008,Portland,91,Boston,86,-5.5,-3.72,-3.63,-3.66,-3.61,-3,-4.75,-0.7,-2,-7.99,-7,-4.92,-5.05,-3.66
12/30/2008,Sacramento,92,LA Clippers,90,3,0.64,0.84,1.49,-0.21,2,6.7,1.4,-1,-4.45,-1,-0.58,4.4,0.07
12/30/2008,San Antonio,98,Milwaukee,100,8,6.2,4.18,5.65,2.76,8.5,3.12,8.6,4.5,5.76,4,5.92,6.88,3.37
12/31/2008,Chicago,94,Orlando,113,-5.5,-1.28,-3.47,-2.98,-3.97,-6.5,-2.72,-0.4,-1.5,6.42,-9,-2.97,-1.15,-3.81
12/31/2008,Detroit,83,New Jersey,75,6,6.96,6.17,6.22,6.27,5.5,6.92,10.3,7.5,2.23,8,7.87,5,7.41
12/31/2008,Houston,85,Milwaukee,81,8,7.77,4.91,5.23,4.59,8,6.54,8.7,6,15.75,5,6.01,9.22,6.51
12/31/2008,LA Clippers,92,Philadelphia,100,-3.5,-0.49,-1.43,-0.7,-2.17,-3,-0.87,1.7,-1.5,3.92,-1,-6,-2.05,-2.61
12/31/2008,Oklahoma City,107,Golden State,100,-2.5,-0.61,-2.68,-5.25,-1.18,-2,0.58,-0.2,-1,-0.81,2,1.02,-1.07,-0.2
12/31/2008,Toronto,107,Denver,114,-2,-0.4,-3.1,-2.92,-3.27,-1,0.2,1.6,0.5,1.47,-3,0.97,1.44,-2.72
